id,doi,year,title,authors,journal,abstract,provenance_techniques,provenance_count,decision,decision_reason,screener
openalex:W2026428325,10.1177/014616727700300421,1977,Effect of Payment for Initial Compliance: Unanswered Questions about the Foot-in-the-Door Phenomenon,"William DeJong, David Funder",Personality and Social Psychology Bulletin,"Theoretical explanations of the foot-in-the door effect lead to the prediction that persons offered a monetary payment for their compliance to an initial, small request would not be more likely to comply with a subsequent demand. For their participation in a telephone survey, some subjects were promised $2 (Payment condi tion), while others were not (No Payment). (1) The rate of compliance to a subsequent request for the No Payment condition (45.8%) was not higher than that for a no-initial-contract control group (55.6%). (2) Payment condition subjects (78.3%) were more compliant with the second request. A follow-up study suggested that subjects' expec tation of reward did not mediate the higher rate of compliance in the Payment condition. Other possible explanations for that finding are considered.",fitd,1,include,"PSPB 1977 telephone-survey field experiment on FITD with monetary payment; eligible (field experiment, FITD, compliance outcome).",llm-claude-opus-4-7
openalex:W2332312631,10.1177/002224377701400312,1977,"Compliance with an Interview Request: A Foot-in-the-Door, Self-Perception Interpretation","Peter H. Reingen, Jerome B. Kernan",Journal of Marketing Research,"The foot-in-the-door technique, derived from a social-psychological concept which suggests that compliance with a relatively large request is significantly more likely to occur if preceded by compliance with a small request of the same genre, is extended to a marketing research application in the context of a 2X2 factorial design incorporating size of request and incentive. The “foot” phenomenon appears applicable to commercial settings and seems to be accounted for by self-perception theory.",fitd,1,include,"JMR 1977 Reingen & Kernan 2×2 factorial extending FITD to marketing-research interview-compliance context; eligible (experimental, FITD, marketing-research commercial setting).",llm-claude-opus-4-7
openalex:W4247589344,10.2307/3150775,1977,"Compliance with an Interview Request: A Foot-in-the-Door, Self-Perception Interpretation","Peter H. Reingen, Jerome B. Kernan",Journal of Marketing Research,"Peter H. Reingen, Jerome B. Kernan, Compliance with an Interview Request: A Foot-in-the-Door, Self-Perception Interpretation, Journal of Marketing Research, Vol. 14, No. 3, Special Issue: Recent Developments in Survey Research (Aug., 1977), pp. 365-369",fitd,1,include,JMR 1977 — duplicate of i=163 (same paper); flag at dedup-extraction for merge.,llm-claude-opus-4-7
openalex:W2064191623,10.2466/pr0.1978.43.3.887,1978,"Compliance as a Function of Prior Compliance, Familiarization, Effort and Benefits: The Foot-in-the-Door Technique Extended","Robert Baer, Morton Goldman",Psychological Reports,"The current study examined: (a) “whether the foot-in-the-door technique would be effective under two levels (medium and high) of two variables (effort and benefit) associated with the second request; and (b) the role of familiarization as a mediator of the foot-in-the-door technique. The subjects, 180 persons selected from the telephone directory, were initially called by an experimenter who introduced himself as a member of a citizen's traffic organization. The subjects were either asked to answer a few short questions or were simply made familiar with the organization. Control subjects were not initially called. The experimenter called the subjects a second time two days later and asked them to comply either with a medium or large request. Half of the subjects received an argument depicting the high benefits that would accrue should the subject comply and the other half received a less strong argument. The results showed that the foot-in-the-door technique was effective under varying conditions of the second request and that under conditions of medium benefit, familiarization facilitated compliance. Under conditions of high benefit, however, familiarization inhibited compliance. The results were discussed in terms of reactance theory.",fitd,1,include,"Psychological Reports 1978 N=180 telephone experiment extending FITD × effort × benefit × familiarization; eligible (experimental, FITD, compliance outcome).",llm-claude-opus-4-7
openalex:W1986383820,10.1037//0022-3514.37.4.580,1979,Blood donation and the foot-in-the-door technique: A limiting case.,"Robert D. Foss, Carolyn B. Dempsey",Journal of Personality and Social Psychology,"Three experiments testing the effectiveness of the foot-in-the-door technique for recruiting blood donors consistently failed to demonstrate that this procedure influences either verbal or behavioral compliance, suggesting that the generality of the foot-in-the-door phenomenon is limited. Experiment 1 attempted to demonstrate that an earlier failure of this technique was due to poor operationalization rather than to the magnitude of the critical request or to the invalidity of the phenomenon, but it failed to do so. Experiment 2, designed to more closely resemble other foot-in-the-door studies by using telephone contacts and an initial request for persons to answer questions, was conducted to examine other possible explanations for the two previous failures. This experiment also failed to show any foot-in-the-door effect. Experiment 3 was a conceptual replication of Experiment 2 but used personal contacts. One apparent foot-in-the-door effect emerged in this case, but it was more likely due to a factor other than the experimental treatment. It is concluded that although the foot-in-the-door procedure may indeed influence verbal compliance with requests for minimal forms of aid, it probably will not significantly affect people's willingness to comply with more substantial requests involving behaviors that are psychologically costly to perform.",fitd,2,include,"JPSP 1979 Cann/Sherman/Elkes — three FITD experiments on blood-donor recruitment; eligible (RCTs, FITD technique, behavioral compliance outcome — donation request is per §2.4).",llm-claude-opus-4-7
openalex:W2025925010,10.1037/0022-3514.37.12.2221,1979,An examination of self-perception mediation of the foot-in-the-door effect.,William DeJong,Journal of Personality and Social Psychology,"In 1966, Freedman and Fraser demonstrated that an individual is more likely to comply with a large request for help if that person has previously agreed to an initial small request—a phenomenon they called the &amp;quot;foot-in-the-door &amp;quot; ef-fect. In the present survey, studies that have sought to replicate the foot-in-the-door effect are reviewed. The adequacy of a self-perception explanation for the foot-in-the-door effect is assessed by examining (a) the importance of the size of the initial request; (b) the effect of noncompliance with the initial re-quest; (c) the impact of salient external justifications for the initial act of compliance; (d) the impact of social labels on subsequent levels of compliance; and (e) attempts at actually measuring changes in self-perception. Alternative explanations of the foot-in-the-door effect are considered and rejected, and di-rections for future research are outlined. In 1966 Freedman and Fraser tested the notion that once an individual has complied with a small, sometimes trivial request, that person will be more likely to comply with a larger and more substantial demand made in the future—an effect they christened the &amp;quot;foot-in-the-door &amp;quot; phenomenon. During the last 12 years, social psychologists have con-tinued to be fascinated by those results. How is it that the simple act of assenting to a small request for help can dramatically increase, even double, the probability of a person&amp;apos;s agreeing to give help in the future? Because the foot-in-the-door paradigm has become an important vehicle by which to study the link between self-concept and be-havior, it is important to take a step back and ask some basic questions about the progress of this research: (a) Is the foot-in-the-door Preparation of this article was supported in part",fitd,1,include,JPSP 1979 review-as-empirical-analysis of FITD self-perception mediation; primary studies in scope; eligible (synthesis of empirical literature).,llm-claude-opus-4-7
openalex:W2162430655,10.1111/j.1559-1816.1979.tb02712.x,1979,Undermining Effects of the Foot‐in‐the‐Door Technique with Extrinsic Rewards,"Miron Zuckerman, Michele M. Iazzaro, Diane Waldgeir",Journal of Applied Social Psychology,"The self‐perception explanation of the foot‐in‐the‐door technique suggests that a person who complies with a small request infers that he or she is the kind of generous individual who is more likely to comply with a larger demand. It was hypothesized that individuals who are promised a monetary reward for their compliance with a small request are not more likely to comply with a larger demand because they cannot perceive themselves as generous persons. To test this hypothesis, subjects were presented with a small request (a 5‐minute telephone interview) followed, 2 or 3 days later, by a larger demand (a 25‐minute telephone interview). Some of the subjects were promised a monetary reward for their compliance with a small request (pay condition) while others were not promised a reward (no‐pay condition). Results showed that rate of compliance in the no‐pay conditon (64.3%) was significantly higher than rate of compliance in either a no‐initial‐request control condition (45.0%) or the pay condition (33.3%). The difference in rate of compliance between the control condition and the pay condition was not significant.",fitd,1,include,J Applied Soc Psych 1979 on extrinsic-reward undermining of FITD; eligible.,llm-claude-opus-4-7
openalex:W2321762935,10.1177/002224377901600417,1979,More Evidence on Interpersonal Yielding,"Peter H. Reingen, Jerome B. Kernan",Journal of Marketing Research,"The relative effectiveness of the foot-in-the-door and door-in-the-face techniques in inducing subjects to comply with a commercial request for information was assessed in a field experiment. Although foot-in-the-door was found to be more effective than door-in-the-face, contrary to expectations the behavioral compliance rate was not significantly different from control outcomes. The implications of these findings are discussed.",ditf;fitd,2,include,"JMR 1979 'More Evidence on Interpersonal Yielding' — field experiment comparing FITD vs DITF in commercial-request setting; eligible (field experiment, commercial context, compliance outcome).",llm-claude-opus-4-7
openalex:W4242656173,10.1037//0022-3514.37.12.2221,1979,An examination of self-perception mediation of the foot-in-the-door effect.,William DeJong,Journal of Personality and Social Psychology,"In 1966, Freedman and Fraser demonstrated that an individual is more likely to comply with a large request for help if that person has previously agreed to an initial small request-a phenomenon they called the ""foot-in-the-door"" effect.In the present survey, studies that have sought to replicate the foot-inthe-door effect are reviewed.The adequacy of a self-perception explanation for the foot-in-the-door effect is assessed by examining (a) the importance of the size of the initial request; (b) the effect of noncompliance with the initial request; (c) the impact of salient external justifications for the initial act of compliance; (d) the impact of social labels on subsequent levels of compliance; and (e) attempts at actually measuring changes in self-perception.Alternative explanations of the foot-in-the-door effect are considered and rejected, and directions for future research are outlined.",fitd,1,include,JPSP 1979 — duplicate of i=161 (same paper); flag at dedup-extraction for merge.,llm-claude-opus-4-7
openalex:W4252403866,10.1037/0022-3514.37.4.580,1979,Blood donation and the foot-in-the-door technique: A limiting case.,"Robert D. Foss, Carolyn B. Dempsey",Journal of Personality and Social Psychology,"Three experiments testing the effectiveness of the foot-in-the-door technique for recruiting blood donors consistently failed to demonstrate that this procedure influences either verbal or behavioral compliance, suggesting that the generality of the foot-in-the-door phenomenon is limited.Experiment 1 attempted to demonstrate that an earlier failure of this technique was due to poor operationalization rather than to the magnitude of the critical request or to the invalidity of the phenomenon, but it failed to do so.Experiment 2, designed to more closely resemble other foot-in-the-door studies by using telephone contacts and an initial request for persons to answer questions, was conducted to examine other possible explanations for the two previous failures.This experiment also failed to show any foot-in-the-door effect.Experiment 3 was a conceptual replication of Experiment 2 but used personal contacts.One apparent foot-in-the-door effect emerged in this case, but it was more likely due to a factor other than the experimental treatment.It is concluded that although the foot-in-the-door procedure may indeed influence verbal compliance with requests for minimal forms of aid, it probably will not significantly affect people's willingness to comply with more substantial requests involving behaviors that are psychologically costly to perform.A number of recent investigations of the effects of compliance with a small request on subsequent compliance with a more substantial request (the ""foot-in-the-door"" phenomenon) suggest the possibility of a direct and exciting application of social psychologicalThe authors wish to express their appreciation to Morris White of the Asheville Regional Blood Center of the American Red Cross and Thomas Brinson of the MEDIC organization for their cooperation and assistance on this project and to Gail Whisenant for assisting with data collection in Experiment 1.A special note of appreciation is also due Anthony Greenwald for his careful consideration and comments on an earlier version of this article.",fitd,1,include,JPSP 1979 — second indexed copy of the Cann/Sherman/Elkes blood-donor FITD limiting-case experiments (deduplicate flag at extraction; same study as i=9).,llm-claude-opus-4-7
openalex:W2049890618,10.1177/014616728063018,1980,The Experimenter's Foot-in-the-Door,"Johannes Wagener, James D. Laird",Personality and Social Psychology Bulletin,"Subjects induced to perform a small favor, filling out a questionnaire, were more likely than subjects who did not fill out the questionnaire to perform a subsequent larger favor, volunteering for an experiment. However, as predicted by a self-perception analysis of the probable process, this result was observed only in normal weight subjects and not in overweights.",fitd,1,include,"PSPB 1980 FITD experiment with weight-status moderator (small favor → larger volunteer favor); eligible (experimental, FITD, compliance outcome).",llm-claude-opus-4-7
openalex:W2319215358,10.1177/002224378001700408,1980,More on Self-Perception Theory's Foot Technique in the Pre-Call/Mail Survey Setting,"Chris T. Allen, Charles D. Schewe, Gösta Wijk",Journal of Marketing Research,"A field experiment conducted in Sweden compared the effectiveness of two types of telephone pre-calls in influencing response rates in a mail survey. Response rates for a questioning foot-in-the-door manipulation were evaluated against responses produced by a simple solicitation call and a blind mailing control. The results demonstrate that pre-calling in general enhances response rate. However, the results furnish, at best, qualified support for a self-perception theory prediction. Alternative explanations for the lack of the self-perception foot effect are offered. Conclusions are drawn for the practitioner and academic researcher.",fitd,1,include,"JMR 1980 Swedish field experiment on telephone pre-call FITD for mail-survey response rates; eligible (field experiment, FITD, commercial-research compliance).",llm-claude-opus-4-7
openalex:W2328766001,10.1177/002224378001700309,1980,Testing the Effectiveness of Alternative Foot-in-the-Door Manipulations,"Robert A. Hansen, Larry M. Robinson",Journal of Marketing Research,"Recently the foot-in-the-door principle was applied in a typical business research setting by Reingen and Kernan. Results of this single-contact or nondelay foot application were mixed; compliance rates for the foot treatment groups lacked statistical significance when compared with those of appropriate control groups. A field experiment undertaken to explain these results yields evidence that the specific nature of the foot manipulation in part determines its effectiveness. The study compares the effectiveness of high and low involvement foot manipulations in generating compliance with both short and long forms of a mail questionnaire. The high and the low involvement foot manipulations generate significantly higher response rates and faster response times than a noncontact control situation. In addition, the short form questionnaires generate a higher return rate. High involvement foot treatments generate higher response rates than low involvement foot treatments. Managerial implications of the results and suggestions for future research are presented.",fitd,1,include,JMR 1980 field experiment on alternative FITD manipulations in business research setting; eligible.,llm-claude-opus-4-7
openalex:W4253107311,10.2307/3150534,1980,Testing the Effectiveness of Alternative Foot-in-the-Door Manipulations,"Robert A. Hansen, Larry M. Robinson",Journal of Marketing Research,,fitd,1,include,JMR 1980 — duplicate of i=92 (Reingen alternative FITD manipulations); flag at dedup-extraction.,llm-claude-opus-4-7
openalex:W1981079246,10.1080/00224545.1981.9922755,1981,Compliance Employing a Two-Feet-in-the-Door Procedure,"Morton Goldman, Christopher R. Creason, Cynthia G. McCall",The Journal of Social Psychology,"Summary The typical foot-in-the-door experimental procedure increases compliance for a hard critical request by preceding it with an easy request. The current study investigated whether interposing an intermediate request between the initial and final request would increase compliance above the level obtained in the typical foot-in-the-door procedure. The level of the intermediate request was easy, moderate, or hard. The Ss, 120 persons randomly selected from the telephone directory, were called and asked to help a new radio station. The results showed that while all three-request procedures produced increased compliance when compared to the two-request foor-in-the-door procedure, a significant increase occurred only when the intermediate request was of a moderate level.",fitd,1,include,J Social Psych 1981 N=120 experiment on two-feet-in-the-door procedure with intermediate request; eligible.,llm-claude-opus-4-7
openalex:W2048510905,10.1177/014616728173010,1981,Consensus Information and the Foot-in-the-Door-Effect,William DeJong,Personality and Social Psychology Bulletin,"The self-perception explanation of the foot-in-the-door effect suggests that subjects told they are unique in their compliance with an initial, small request will be more likely to comply with larger requests made of them later, while those told they are one of many who complied will not. In Experiment 1, shoppers were first asked to sign a petition; unexpectedly, subjects given consensus information about the compliance to that request were more likely to help a second experimenter than subjects in a no-initial-request control group. Compliance rates of those told they were unique (nonconsensus group) and those in the control group did not differ significantly. Subjects in Experiment 2 were asked to participate in a telephone survey; no differences were found in this study between the nonconsensus and consensus groups.",fitd,1,include,"PSPB 1981 experiment(s) on consensus-information moderation of FITD with petition / shopper population; eligible (experimental, FITD, compliance outcome).",llm-claude-opus-4-7
openalex:W2079353282,10.1177/014616728173011,1981,Changes in Helping Behavior,Robert H. Rittle,Personality and Social Psychology Bulletin,"College students in an experimental condition were asked to help a child operate a candy machine. On a subsequent request for help from an adult experimenter, these subjects volunteered significantly more of their time than did control subjects. Prior reports suggest, but do not demonstrate, that this foot-in-the-door effect is mediated by a change in self-perceptions of helpfulness. Two possible mediators-self-perceptions and situational perceptions-were measured directly in the present study. Self-perceptions of helpfulness showed a moderate increase for the experimental subjects. Perceptions of potential unpleasantness (e.g., embarrassment) for someone offering help showed a significant decrease for the experimental subjects. The results indicate that the foot-in-the-door effect can be mediated by changes in situational as well as self-perceptions. A recent failure to replicate the foot-in-the-door effect was explained in terms of these findings.",fitd,1,include,"PSPB 1981 experiment on FITD with helping behavior, measuring self-perception mediation; eligible (experimental, FITD, compliance outcome).",llm-claude-opus-4-7
openalex:W2090102418,10.1177/014616728174028,1981,Another Look at the Milgram Obedience Studies,Steven J. Gilbert,Personality and Social Psychology Bulletin,"Milgram's (1963, 1965a, 1965b) incremental shock procedure for quantifying obedience may be partly responsible for the high levels of obedience obtained. The innocuous beginning of the shock sequence (low voltage, no negative feedback) may elicit compliance before the frightening implications of the procedure are clear, and the gradual escalation in shock intensity may deprive subjects of a qualitative breakpoint needed to justify changing from obedience to disobedience. Parallels between the incremental shock and the `foot-in-the-door"" (Freedman &amp; Fraser, 1966) techniques for obtaining compliance are discussed.",fitd,1,include,PSPB 1981 reanalysis of Milgram studies through FITD lens; eligible (FITD-framework reanalysis of compliance literature).,llm-claude-opus-4-7
openalex:W2329755545,10.1177/002224378101800410,1981,"Effects of Foot-in-the-Door, Cash Incentives, and Followups on Survey Response","David H. Furse, David W. Stewart, David L. Rados",Journal of Marketing Research,"Only followup contacts and monetary incentives have been shown to be consistently effective in improving survey response rates. Recently researchers have been encouraged by findings that compliance with a smaller request (i.e., a foot-in-the-door) increases the probability of subsequent compliance with a larger request and have sought to exploit the technique to increase survey responses. In the authors’ study, the “foot” had no effect on initial responses to a mail survey, but did affect responses to a followup request. A cash incentive worked significantly better than the “foot.” No difference was found in the overall response rates whether the incentive was sent with the initial or followup mailing or with both mailings.",fitd,1,include,"JMR 1981 study on FITD + cash incentives + followups for survey response; eligible (experimental, FITD, commercial-survey-compliance outcome).",llm-claude-opus-4-7
openalex:W4254749794,10.2307/3151342,1981,"Effects of Foot-in-the-Door, Cash Incentives, and Followups on Survey Response","David H. Furse, David W. Stewart, David L. Rados",Journal of Marketing Research,"David H. Furse, David W. Stewart, David L. Rados, Effects of Foot-in-the-Door, Cash Incentives, and Followups on Survey Response, Journal of Marketing Research, Vol. 18, No. 4 (Nov., 1981), pp. 473-478",fitd,1,include,JMR 1981 — duplicate of i=249 (FITD + cash incentives survey response); flag at dedup-extraction.,llm-claude-opus-4-7
openalex:W2005981178,10.1080/00224545.1982.9713402,1982,Social Labeling and the Foot-in-the-Door Effect,"Morton Goldman, Mark Seever, Margaret F. Seever",The Journal of Social Psychology,"Summary The foot-in-the-door procedure, first experimentally proposed by Freedman and Fraser, increases compliance for a critical request by preceding it with an easier request. Self-perception theory has frequently been used to explain why the procedure is effective. Labeling of an individual's behavior by others also may influence that individual's self-concept. The present study combined a labeling technique with the foot-in-the-door procedure to see whether compliance would be altered. An easy request was first asked of individuals entering a university library, and after answering they were informed that their response was either helpful or not helpful. Control conditions were also carried out. With 120 university students serving as Ss, the results showed that a positive label produced significantly greater compliance, and a negative label produced significantly lower compliance, when compared to the typical (nonlabel) foot-in-the-door procedure.",fitd,1,include,J Social Psych 1982 study on FITD × social labeling combination; eligible.,llm-claude-opus-4-7
openalex:W2021377173,10.1521/soco.1982.1.2.110,1982,"Social Reinforcement, Self-Attribution, and the Foot-in-the-Door Phenomenon","William D. Crano, John Sivacek",Social Cognition,"Inducing people to comply with a small initial request often increases their susceptibility to a later appeal for more large-scale aid. This phenomenon, the “foot-in-the-door” (FITD) effect, has been explained primarily within the framework of self-perception theory. However, this theory cannot account for all of the findings that have been noted in this area of research. The present study explored the possibility that reinforcement plays a role in determining the success of an FITD attempt. The type of reinforcement associated with the outcome of the initial interaction was hypothesized to mediate subjects' self-perceptions; this reinforcement, in turn, was expected to affect the likelihood of their subsequent altruistic responses. As predicted, subjects whose initial acts were reinforced proved more likely to engage in later altruistic actions (the FITD effect) than did either controls or subjects who were punished in the initial session. These results provide an explanation for previous studies that failed to demonstrate the effect, and, in addition, suggest a factor that might mediate the self-perception process.",fitd,1,include,"Social Cognition 1982 study on reinforcement + self-attribution accounts of FITD; eligible (experimental, FITD, compliance outcome).",llm-claude-opus-4-7
