id,doi,year,title,authors,journal,abstract,provenance_techniques,provenance_count,decision,decision_reason,screener
openalex:W1487735176,10.1177/0148558x9601100102,1996,The Effects of Lowballing on Audit Quality: An Experimental Markets Study,"Nicholas Dopuch, Ronald King",Journal of Accounting Auditing & Finance,"The purpose of this study is to investigate the potential effects of low-balling on audit quality. Critics of the audit industry often allege that the practice of lowballing (charging fees below the marginal cost of an audit) provides a potential incentive for auditors to reduce their audit quality in order to be retained for future engagements with a client. We investigated this issue using experimental methods that had subjects (verifiers) providing a verification service for sellers of assets. Our results indicate that lowballing did not materially reduce service quality, relative to benchmark settings without lowballing when subjects interacted in markets. However, lowballing did have a material effect in a setting with the combined conditions of a high degree of lowballing and no competitive market for the services.",lowball,1,include,"J Accounting Auditing & Finance 1996 experimental markets study on lowballing × audit quality; eligible (experimental, lowball, pricing outcome — directly on-thesis for lowball technique in commercial context).",llm-claude-opus-4-7
openalex:W2075661039,10.1002/(sici)1520-6793(199602)13:2<157::aid-mar3>3.0.co;2-e,1996,Application of compliance techniques to direct-mail requests for charitable donations,James M. Weyant,Psychology and Marketing,"The possibility that psychological compliance techniques might be applied to increase the effectiveness of direct-mail requests for charitable contributions is raised. Although there are few studies with direct bearing on this possibility, there is an extensive literature on compliance techniques in general and many studies on the effectiveness of such techniques when applied to verbal requests for contributions, most often in door-to-door campaigns. Research on the application of the foot-in-the-door, door-in-the-face, low-ball, and legitimization-of-small-donation techniques to verbal requests for charitable contributions is reviewed, and the relevance of these studies to potential direct-mail applications is explored. The few attempts to apply the legitimization of small contributions to the direct-mail mode, which have produced mixed results, are also reviewed and analyzed. It is suggested that successful application of compliance techniques to the direct-mail mode may depend on careful modifications of the techniques to calibrate them optimally to direct mail, and to the particular situations in which campaigns are to be undertaken. © 1996 John Wiley & Sons, Inc.",ditf;lowball,2,include,Psychology & Marketing 1996 study of compliance techniques applied to direct-mail charity requests; eligible (review/empirical work on compliance in commercial context).,llm-claude-opus-4-7
openalex:W1991369644,10.1037/0022-3514.76.2.192,1999,A disrupt-then-reframe technique of social influence.,"Barbara Price Davis, Eric S. Knowles",Journal of Personality and Social Psychology,"Several theories of change imply that disrupting a person's understanding of an event will facilitate a new representation of that event. authors created a new influence technique involving a small disruption (stating the price of a package of note cards in pennies rather than dollars) and a direct reframing (saying, It's a bargain). Four studies showed that a disrupt-then-r eframe (DTR) technique was influential in getting household residents to purchase cards supporting a local charity. Studies 2 and 3 showed that the new technique required both the disruption and the new reframing in that sequence. Study 4 showed the effect when sellers learned 1 sales script and were blind to other scripts. These studies establish the DTR technique and demonstrate the subtlety of some social influence. psychology of social influence has identified a series of seemingly small variations in a request that can produce great differences in compliance. These have acquired clever nicknames such as foot-in-the-d oor, door-in-the-face, and lowballing (Cialdini, 1993). In this research, we establish a new influence procedure, which we call the disrupt-then-reframe (DTR) technique. DTR technique rests on the assumption that many everyday persuasive attempts create an approach-avoi dance conflict in the target. target wants to help, wants to own, or wants to enjoy the offered product or service, but at the same time is resistant to the expense, to the effort, or to the commitment required to do so. Many influence techniques attempt to bolster the approach tendency, that is, to provide additional reasons or additional incentives for compliance. DTR technique works instead with both the approach and the avoidance forces by disrupting the resistance so that the target can be made susceptible to a persuasive framing of the offer. In four studies, we sold note cards door-to-door for a worthy charity. We presumed that most residents would like to help the charity and would find some use for the note cards but that they would also feel resistant to door-to-door solicitations, spending money, or even complying with someone else's agenda. In this research we introduced a subtle disruption to the sales request. We stated the price in pennies: The price of these note cards is 300 pennies. disruption was followed immediately by a reframing that provided additional reasons for purchasing the cards. reframing we used was as simple and direct as we could make it: It's a bargain.",disrupt-then-reframe;ditf;lowball,4,include,"JPSP 1999 Davis & Knowles — four experiments establishing DTR technique with note-cards / charity-purchase outcome; eligible (seminal DTR, commercial/donation outcome).",llm-claude-opus-4-7
openalex:W2032799966,10.2466/pr0.2002.91.1.81,2002,Low-Ball and Compliance to a Request: An Application in a Field Setting,"Nicolas Guéguen, Alexandre Pascual, Lionel Dagot",Psychological Reports,"The low-ball refers to a compliance technique in which a demand of someone to agree to a request is followed by telling the person the real cost of the request. The number of people who maintain their first decision is larger than the number in the condition in which the real cost of the request is stated prior to the initial compliance. Researches in this paradigm traditionally included a request addressed by a professor to students but was never tested between strangers. So, an experiment was carried out in which people were solicited to keep a dog (8 kg) on a lead until a male confederate returned from a visit to someone in a hospital. In low-ball condition, the confederate told the subject who agreed to the request that it would take 30 min., whereas in the control condition the confederate gave this information when stating his request. Analysis showed that low-ball technique leads people to maintain their first decision.",lowball,2,include,"Psychological Reports 2002 field experiment on lowball with stranger-to-stranger dog-walking request; eligible (field experiment, lowball, compliance outcome — broadens lowball generalizability test).",llm-claude-opus-4-7
openalex:W4230091725,10.2466/pr0.91.5.81-84,2002,LOW-BALL AND COMPLIANCE TO A REQUEST: AN APPLICATION IN A FIELD SETTING,Nicolas Guéguen,Psychological Reports,,lowball,1,include,Psychological Reports 2002 — duplicate of i=74 (lowball field setting); flag at dedup-extraction.,llm-claude-opus-4-7
openalex:W2168890172,10.1111/j.1559-1816.2003.tb01931.x,2003,Raising the Price of Agreement: Public Commitment and the Lowball Compliance Procedure<sup>1</sup>,"Jerry M. Burger, Tara L. Cornelius",Journal of Applied Social Psychology,"Three studies examined the effect on compliance when a requester raises the price of the request. Participants in Experiment 1 were told that they would receive a free coffee mug for donating money to a fundraiser but were interrupted before they could respond and were told that the fundraisers were out of mugs. These participants were less likely to donate money than a group told nothing about the mugs. Experiments 2 and 3 compared this interruption procedure with the lowball procedure, which also uses a small‐to‐large price progression. The results from these two studies indicate that allowing people to respond to the initial price is critical for producing the lowball effect. Without a statement of public commitment, the small‐to‐large price progression led to a decrease rather than an increase in compliance relative to a control group.",lowball,1,include,"J Applied Soc Psych 2003 three experiments on lowball + public commitment vs interruption procedure for donations; eligible (experimental, lowball, donation-compliance outcome).",llm-claude-opus-4-7
openalex:W2170718472,10.1111/j.1751-9004.2007.00018.x,2007,How Can People Be Induced to Willingly Change Their Behavior? The Path from Persuasive Communication to Binding Communication,"Robert‐Vincent Joule, Fabien Girandola, Françoise Bernard",Social and Personality Psychology Compass,"Abstract How can people be induced to willingly change their behavior? The present article has three main objectives. Its first purpose is to review some of the procedures pertaining to the ‘free will’ compliance paradigm. These procedures increase the likelihood that others will freely comply to one's requests (low‐ball, teasing, foot‐in‐the door, touch, and ‘you are free to’ procedures). The second objective is to introduce a theory stemming from social psychology, namely, the theory of commitment. Finally, we wish to describe the binding communication approach that can be situated at the intersection of research conducted in both the fields of communication, more specifically in the domain of persuasive communication, and the fields of commitment and free will compliance. A project carried out to encourage school children to behave in a more environmentally friendly way will be described to illustrate the approach.",fitd;lowball,2,include,"Social and Personality Psych Compass 2007 review of free-will compliance procedures (lowball, teasing, FITD, touch, but-you-are-free); eligible (review of empirical literature).",llm-claude-opus-4-7
openalex:W2005482589,10.1080/15534510.2013.798243,2013,Low-ball and compliance: Commitment even if the request is a deviant one,"Nicolas Guéguen, Alexandre Pascual",Social Influence,"Low-balling is a technique designed to gain compliance by making a very attractive initial offer to induce a person to accept the offer and then making the terms less favorable. Studies have shown that this approach is more successful than when the less favorable request is made directly. However, the effect of this technique on more problematic and costly requests remained in question. In two experimental field studies, a request was made to participants and, after agreeing, they were informed that the request referred to deviant behaviors. Results showed that the low-ball technique remained effective with both men and women. The theoretical power of commitment is discussed to explain these results.",lowball,2,include,"Social Influence 2013 two experimental field studies on low-ball with deviant requests; eligible (field experiments, lowball, compliance outcome).",llm-claude-opus-4-7
openalex:W2207989493,10.1080/15534510.2015.1049203,2015,The low-ball compliance procedure: a meta-analysis,"Jerry M. Burger, Deanna D. Caputo",Social Influence,"Practitioners of the low-ball compliance procedure allow individuals to agree to a request and then raise the cost of agreement slightly. When successful, the tactic results in more compliance than a condition in which people are presented only with the higher price. A meta-analysis of published low-ball studies found that the procedure is a reliable and effective method for increasing compliance. The procedure appears to be most effective when participants state their initial agreement publicly and when the second request is only slightly more costly than the first. Three psychological processes are identified that may explain the low-ball effect—commitment to the action, commitment to the person, and self-presentation. It is likely that all three contribute to the effectiveness of low-ball manipulations.",lowball,2,include,Social Influence 2015 meta-analysis of low-ball compliance procedure; eligible (meta-analysis; primary references are eligible).,llm-claude-opus-4-7
openalex:W2462828809,10.1016/j.erap.2016.06.004,2016,A meta-analysis of the effectiveness of the low-ball compliance-gaining procedure,"Alexandre Pascual, Chris Carpenter, Nicolas Guéguen, Fabien Girandola",European Review of Applied Psychology,,lowball,2,include,European Review of Applied Psychology 2016 meta-analysis of low-ball compliance procedure; eligible (meta-analysis).,llm-claude-opus-4-7
openalex:W4224988086,10.1177/19485506221086176,2022,Preference for Consistency as a Moderator of the Low-Ball Technique,"Ada Maksim, Sławomir Śpiewak",Social Psychological and Personality Science,"This study aims to fill the knowledge gap related to the role of the preference for consistency in understanding the effectiveness of sequential social influence techniques. Previous research has shown, at least in part, that these effects are moderated by the preference for consistency. For those who prefer consistency in their beliefs and behaviors, the foot-in-the-door technique will be a more effective tool of inducing compliance while people with a low preference for consistency, who value unpredictability, are more susceptible to the door-in-the-face technique. So far, there has been no research on the role of preference for consistency in the effectiveness of the third sequential request technique—low-ball. Our results suggest that, indeed, the preference for consistency is a strong moderator of the latter mentioned technique. While the low-ball technique was generally successful in inducing compliance, the strongest effect was noticed among people with a high preference for consistency.",lowball,1,include,"Social Psychological and Personality Science 2022 study on preference-for-consistency × low-ball technique effectiveness; eligible (experimental, lowball, compliance outcome).",llm-claude-opus-4-7
