id,doi,year,title,authors,journal,abstract,provenance_techniques,provenance_count,decision,decision_reason,screener
openalex:W2011206369,10.1177/0146167299259003,1999,The Systematic Influence of Gain-and Loss-Framed Messages on Interest in and Use of Different Types of Health Behavior,"Alexander J. Rothman, Steven C. Martino, Brian T. Bedell, Jerusha B. Detweiler, Peter Salovey",Personality and Social Psychology Bulletin,"Framing health messages systematically in terms of either gains or losses influences the behaviors that people adopt. Rothman and Salovey proposed that the relative influence of gain-and loss-framed messages is contingent on people’s perception of the risk or uncertainty associated with adopting the recommended behavior. Specifically, loss-framed messages are more effective when promoting illness-detecting (screening) behaviors, but gain-framed messages are more effective when promoting health-affirming (prevention) behaviors. Two experiments provide a direct test of this conceptual framework. In Experiment 1, participants’ willingness to act after reading about a new disease was a function of how the information was framed and the type of behavior promoted. Experiment 2 replicated and extended these findings with a real health concern—gum disease. Gain-framed pamphlets heightened interest in a plaque-fighting mouth rinse, whereas loss-framed pamphlets heightened interest in a plaque-detecting disclosing rinse. Research on message framing provides a theoretically based guide for the development of effective health messages.",gain-framing;loss-framing,2,include,PSPB 1999 two experiments testing Rothman & Salovey framing × prevention/detection behaviors; eligible.,llm-claude-opus-4-7
openalex:W2090440953,10.1037//0278-6133.18.2.189,1999,Message framing and sunscreen use: Gain-framed messages motivate beach-goers.,"Jerusha B. Detweiler, Brian T. Bedell, Peter Salovey, Emily Pronin, Alexander J. Rothman",Health Psychology,"Prospect theory suggests that people respond differentially to factually equivalent messages depending on how these messages are framed (A. Tversky & D. Kahneman, 1981). A. J. Rothman and P. Salovey (1997) relied on prospect theory to predict that messages highlighting potential ""gains"" should promote prevention behaviors such as sunscreen use best. This experiment compared the effectiveness of 4 differently framed messages (2 highlighting gains, 2 highlighting losses) to persuade 217 beach-goers to obtain and use sunscreen. Attitudes and intentions were measured before and immediately following the delivery of the framed information, and after completing the questionnaire participants were given a coupon redeemable for a small bottle of sunscreen later that same day. People who read either of the 2 gain-framed brochures, compared with those who read either of the 2 loss-framed brochures, were significantly more likely to (a) request sunscreen, (b) intend to repeatedly apply sunscreen while at the beach, and (c) intend to use sunscreen with a sun protection factor of 15 or higher.",gain-framing,1,include,"Health Psych 1999 four-frame experiment on sunscreen-use motivation among beach-goers; eligible (experimental, framing, behavior outcome).",llm-claude-opus-4-7
openalex:W2029086125,10.1046/j.1537-2995.2001.41111335.x,2001,Confidence in the safety of blood for transfusion: the effect of message framing,"Kathleen Farrell, Eamonn Ferguson, V. James, K. C. Lowe",Transfusion,"BACKGROUND: Blood transfusion is a universally used, life-saving medical intervention. However, there are increasing concerns among patients about blood safety. This study investigates the effect of message framing, a means of presenting information, on confidence in blood transfusion safety. STUDY DESIGN AND METHODS: The same factual information regarding the safety of blood for transfusion was presented to a sample of 254 adult students (donors and nondonors) as either a gain frame (lives saved), a loss frame (lives lost), or a combined frame (a loss frame expressed in a positive context). This provided a basic two-way, between-subjects design with 1) blood donation history (donors vs. nondonors) and 2) message frame (gain, loss, and combined) functioning as the between-groups factors. It was hypothesized that participants would consider blood safer if information was presented as a gain frame. The role of stress appraisals as potential mediators of the framing effect was also explored. RESULTS: As predicted, participants receiving the gain-frame information were significantly more confident of the safety of blood for transfusion than those receiving loss-frame information or both. This was unaffected by donation history or appraisals of stress associated with transfusion. The extent to which blood was considered safe was negatively associated, independently of framing effects, with perceptions that transfusion was threatening. CONCLUSION: Information about transfusion should be conveyed to patients in a form focusing on the positive, rather than the negative, known facts about the safety of blood.",gain-framing,1,include,"Transfusion 2001 N=254 experiment on gain/loss framing × confidence in blood transfusion safety; eligible (experimental, framing, donor-related attitude/confidence outcome).",llm-claude-opus-4-7
openalex:W2061016713,10.1108/eb022851,2001,"LINKING FRAMES IN NEGOTIATIONS: GAINS, LOSSES AND CONFLICT FRAME ADOPTION","Maurice E. Schweitzer, Leslie A. DeChnrch",International Journal of Conflict Management,"Two distinct literatures have investigated the impact of negotiator frames. Both literatures demonstrate that negotiator frames significantly influence both bargaining behavior and negotiated outcomes. These two literatures, however, offer completely different conceptualizations of what negotiator frames actually are. In this article we classify these two conceptualizations as reference frames, the referent‐dependent perception of outcomes, and conflict frames, a multi‐dimensional orientation toward conflict. We report results from an experiment that links these two types of frames. We find that loss‐framed negotiators adopt conflict frames that are more win‐oriented and task‐oriented than the conflict frames gain‐framed negotiators adopt. Our results offer insight into the frame adoption process and have implications for dispute resolution and negotiation practice.",gain-framing,1,include,Int J Conflict Management 2001 on linking frames × negotiation outcomes; eligible (negotiation experiment).,llm-claude-opus-4-7
openalex:W2113712671,10.1111/j.1559-1816.2001.tb01407.x,2001,Visual and Auditory Message Framing Effects on Tobacco Smoking<sup>1</sup>,"Tamera R. Schneider, Peter Salovey, Unto E. Pallonen, Norbert Mundorf, Nelson Smith, Wayne T. Steward",Journal of Applied Social Psychology,"Persuasive health messages can be framed to emphasize the benefits of adopting a health behavior (gains) or the risks of not adopting it (losses). This study examined the effects of message framing on beliefs, attitudes, and behaviors relevant to cigarette smoking. In video presentations about tobacco smoking, visual images and auditory voiceover content were framed either as gains or losses, yielding 4 message conditions. Undergraduates ( N = 437) attending a public university in New England were assigned randomly to view one of these messages. Gain‐framed messages about smoking in visual and auditory modalities shifted smoking‐related beliefs, attitudes, and behaviors in the direction of avoidance and cessation. Health‐communication experts, when promoting prevention behaviors like smoking avoidance or cessation, may wish to diverge from the tradition of using loss‐framed messages and fear appeals in this domain, and instead consider using gain‐framed appeals that present the advantages of not smoking.",gain-framing;loss-framing,2,include,J Applied Soc Psych 2001 study on visual + auditory framing × tobacco attitudes/behaviors; eligible.,llm-claude-opus-4-7
openalex:W2141229480,10.1080/10810730150501413,2001,Presenting Risk Information A Review of the Effects of Framing and other Manipulations on Patient Outcomes,A Edwards,Journal of Health Communication,"Discussing risks and benefits of treatments or care options is becoming an increasingly important part of modern health care. This paper reviews the literature about manipulations of risk and benefit information in the clinical setting. There is a paucity of evidence in this field, particularly when examining specific manipulations. Only three categories of manipulation had three or more studies. The available evidence shows that the way information is presented can have significant effects on decisions made. The largest effects are evident when relative risk information is presented, as compared with absolute risk data. In addition, ""loss framing"" is more effective in influencing screening uptake behaviors than ""gain framing"" (odds ratio 1.18 [95% confidence interval 1.01-1.38]). There is also a pattern of evidence from studies comparing simpler with more complex information, more data with less, and those comparing numerical with verbal descriptions of risks. These studies suggest that providing more information, and which is more understandable to the patient, is associated with improved patient knowledge and a greater wariness to take treatments or participate in trials. These findings can contribute to efforts to improve communication between professionals and patients.",gain-framing;loss-framing,2,include,J Health Communication 2001 systematic review of framing × risk-information manipulations in clinical decisions; eligible (review; primary studies eligible).,llm-claude-opus-4-7
openalex:W1965550409,10.1080/08824090309388805,2003,The effects of message framing and message processing on testicular self‐examination attitudes and perceived susceptibility,Laura R. Umphrey,Communication Research Reports,"This study examined the effects of message framing (gain and loss) and depth of message processing (high and low) on perceived susceptibility and attitudes towards performing testicular self‐examinations. Hypothesized predictions were based on prospect theory (Kahneman & Tversky, 1979, 1982) and the elaboration likelihood model (Petty & Cacioppo, 1986). Participants were exposed to either a gain or loss frame message and were measured and classified as high or low depth of message processing. Participants exposed to the loss frame message reported feeling greater testicular cancer perceived susceptibility than those exposed to gain frame messages. It was hypothesized that a framing effect would occur for participants who had greater depth of message processing. The results suggest that participants who processed the message more deeply and who were exposed to loss frame messages had more positive attitudes towards performing testicular self‐examinations compared to participants who processed carefully and were exposed to the gain frame message and participants who processed either message frame less carefully. Theoretical implications and limitations are discussed.",gain-framing,1,include,Communication Research Reports 2003 experiment on framing × processing depth for testicular self-examination; eligible.,llm-claude-opus-4-7
openalex:W1966600990,10.1177/026010600301700102,2003,The (Ir)Relevance of Framing Nutrition Education Messages,"Johannes Brug, Robert A. C. Ruiter, Patricia van Assema",Nutrition and Health,"Persuasive health education messages can either stress the positive consequences of performing a healthy behaviour (gain-frame) or the negative consequences of not performing a healthy behaviour (loss-frame). Based on studies on topics such as sun protection and breast self-examination there is evidence that messages in different action frames may differ in persuasive effects. Three randomised controlled trials were conducted to test framing effects in nutrition education on specific nutrition-related attitudes and intentions. In study 1, effects of gain-framed and loss-framed messages were studied among 152 adult education students on attitudes and intentions related to fat, fruit and vegetable consumption. In study 2 we confronted 149 regular students with differently framed messages related to a (more or less fictive) preventive dietary behaviour that was expected to be unknown to the study population, intake of flavonoids and risk for chronic disease. The impact on attitudes and intentions to use flavonoid-enriched spreads was studied. In study 3 we studied the effects of differently framed messages on attitudes and intentions related to more immediate and more personally relevant diet nutrition behaviour: folic acid supplement use before and during pregnancy among 100 female students. No significant differences in attitudes or intentions to perform the preventive nutrition behaviours were found between the gain-frame conditions and the loss-frame conditions in all three studies. The (lack of) effects were not moderated by factors such as perceived personal relevance, credibility or novelty of the information, or the perceived importance of the topic addressed. The results of the present studies suggest that action-frame choice has a very limited impact on the effectiveness of nutrition education in changing precautionary motivation.",gain-framing,1,include,"Nutrition and Health 2003 on framing × nutrition education messages; eligible (experimental, framing, behavior-intent outcome).",llm-claude-opus-4-7
openalex:W2012234420,10.1509/jmkr.40.1.54.19133,2003,"Affect, Framing, and Persuasion","Punam Anand Keller, Isaac M. Lipkus, Barbara K. Rimer",Journal of Marketing Research,"The authors conduct two experiments that indicate that the effectiveness of loss- versus gain-framed messages depends on the affective state of the message recipient. In Experiment 1, the authors find that participants induced with a positive mood are more persuaded by the loss-framed message, whereas participants induced with a negative mood are more persuaded by the gain-framed message. In addition, the authors observe that participants in a positive mood have higher risk estimates and lower costs in response to the loss frame than the gain frame, whereas the reverse is true for participants in a negative mood. The authors replicate these effects in Experiment 2 in which they measure rather than induce the participants' affective state.",gain-framing;loss-framing,2,include,JMR 2003 two experiments on affect × framing on persuasion; mood induction × loss/gain frame; risk estimates outcome; eligible per §2.,llm-claude-opus-4-7
openalex:W2116903854,10.1111/j.1559-1816.2003.tb02775.x,2003,Need for Cognition Moderates Responses to Framed Smoking‐Cessation Messages<sup>1</sup>,"Wayne T. Steward, Tamera R. Schneider, Judith Pizarro, Peter Salovey",Journal of Applied Social Psychology,"Smoking‐cessation messages usually emphasize the costs of continuing to smoke (loss‐framed). However, prospect theory suggests that messages that instead emphasize the benefits of quitting smoking (gain‐framed) could be more effective than loss‐framed messages because smoking cessation is likely viewed as a cancer‐prevention behavior with a certain rather than a risky outcome. In this study, smokers at public events read brochures containing brief gain‐ or loss‐framed smoking‐cessation messages. The influence of framing was moderated by participants' need for cognition (NFC). Individuals lower in NFC had greater intention to quit after reading a gain‐framed message than after reading a loss‐framed message a finding consistent with our predictions whereas framing did not affect the persuasiveness of messages among people higher in NFC.",gain-framing;loss-framing,2,include,J Applied Soc Psych 2003 study on need-for-cognition × framing × smoking cessation; eligible.,llm-claude-opus-4-7
openalex:W2143093416,10.1111/j.1559-1816.2003.tb01891.x,2003,Effects of Goal Framing in Job Advertisements on Organizational Attractiveness<sup>1</sup>,"Todd J. Thorsteinson, Scott Highhouse",Journal of Applied Social Psychology,"Two experiments were conducted to investigate the effects of goal framing in job advertisements on organizational attractiveness. Job ads were created that emphasized the potential costs or losses of not applying (i.e., loss frame) or the potential gains or benefits of applying (i.e., gain frame). The first experiment ( N = 70) found that participants were more attracted to the company in the gain‐framed ad than in the loss‐framed ad. The second experiment ( N = 100) attempted to determine the reason for the greater attractiveness of the gain‐framed ad compared to the loss‐framed ad. Two possible explanations— valence‐based encoding and regulatory focus—were examined. Results suggest that both valence‐based encoding and regulatory focus mediated the relationship between framing and organizational attractiveness.",gain-framing,1,include,"J Applied Soc Psych 2003 two experiments on gain/loss goal-framing in job ads × organizational attractiveness; eligible (experimental, framing, applicant-decision outcome).",llm-claude-opus-4-7
openalex:W2139934956,10.1177/1359105305048556,2004,Message Framing and Pap Test Utilization among Women Attending a Community Health Clinic,"Susan E. Rivers, Peter Salovey, David Pizarro, Judith Pizarro, Tamera R. Schneider",Journal of Health Psychology,"In a randomized experiment, women (N = 441) watched either a loss- or gain-framed video emphasizing the prevention or detection functions of the Pap test to test the hypothesis that loss- and gain-framed messages differentially influence health behaviors depending on the risk involved in performing the behavior. As predicted, loss-framed messages emphasizing the costs of not detecting cervical cancer early (a risky behavior) and gain-framed messages emphasizing the benefits of preventing cervical cancer (a less risky behavior) were most persuasive in motivating women to obtain a Pap test.",gain-framing;loss-framing,2,include,"J Health Psych 2004 RCT N=441 on gain/loss framing for Pap test utilization × prevention/detection; eligible (RCT, framing, behavior outcome).",llm-claude-opus-4-7
openalex:W2142827883,10.1111/j.1468-2958.2004.tb00726.x,2004,The Interplay of News Frames on Cognitive Complexity,"Dhavan V. Shah, Nojin Kwak, Mike Schmierbach, Jessica Zubric",Human Communication Research,"This research considers how distinct news frames work in combination to influence information processing. It extends framing research grounded in prospect theory (Tversky & Kahneman, 1981) and attribution theory (Iyengar, 1991) to study conditional framing effects on associative memory. Using a 2 × 3 experimental design embedded within a probability survey (N= 379), tests examined the effects of two different frame dimensions—loss-gain and individual-societal—on the complexity of individuals' thoughts concerning the issue of urban growth. Findings indicate that news frames interact to generate more or less complex cognitive responses, with societal-gain frame combinations generating the most detailed cognitions about the causes, components, and consequences of urban growth. Directions for research on media framing are discussed.",gain-framing,1,include,"Human Comm Research 2004 N=379 2×3 experiment on loss-gain × individual-societal framing for news cognitive complexity; eligible (framing manipulation, persuasion-relevant outcome).",llm-claude-opus-4-7
openalex:W2170240570,10.1037/0278-6133.23.3.330,2004,Dispositional Motivations and Message Framing: A Test of the Congruency Hypothesis in College Students.,"Traci Mann, David K. Sherman, John A. Updegraff",Health Psychology,"The authors examined the congruency hypothesis that health messages framed to be concordant with dispositional motivations will be most effective in promoting health behaviors. Undergraduate students (N=63) completed a measure of approach/avoidance orientation (behavioral activation/inhibition system) and read a gain- or loss-framed message promoting flossing. Results support the congruency hypothesis: When given a loss-framed message, avoidance-oriented people reported flossing more than approach-oriented people, and when given a gain-framed message, approach-oriented people reported flossing more than avoidance-oriented people. Discussion centers on implications for health interventions and the route by which dispositional motivations affect health behaviors through message framing.",gain-framing;loss-framing,2,include,Health Psych 2004 N=63 experiment on framing × approach/avoidance disposition for flossing; eligible.,llm-claude-opus-4-7
openalex:W1999747209,10.1037/0278-6133.24.3.321,2005,Why Are You Bringing Up Condoms Now? The Effect of Message Content on Framing Effects of Condom Use Messages.,"Susan M. Kiene, William D. Barta, John M. Zelenski, D. Lisa Cothran",Health Psychology,"According to prospect theory (A. Tversky & D. Kahneman, 1981), messages advocating a low-risk (i.e., easy, low-cost) behavior are most effective if they stress the benefits of adherence (gain framed), whereas messages advocating a risky behavior are most effective if they stress the costs of nonadherence (loss framed). Although condom use is viewed as a low-risk behavior, it may entail risky interpersonal negotiations. Study 1 (N = 167) compared ratings of condom use messages advocating relational behaviors (e.g., discussing condoms) or health behaviors (e.g., carrying condoms). As predicted, loss-framed relational messages and gain-framed health messages received higher evaluations. Study 2 (N = 225) offers a replication and evidence of issue involvement and gender as moderators. Results are discussed with reference to the design of condom use messages.",gain-framing;loss-framing,2,include,"Health Psych 2005 N=167 study on framing × condom-use messages; eligible (experimental, framing, behavior outcome).",llm-claude-opus-4-7
openalex:W2036747317,10.1509/jmkg.2006.70.1.79,2005,Understanding Consumer Responses to Product Risk Information,"Anthony D. Cox, Dena Cox, Gregory D. Zimet",Journal of Marketing,"Two experiments examine how message framing moderates consumer responses to product risk information. The findings suggest that contrary to an influential theory, consumers exposed to loss-framed messages exhibit a general aversion to product risk involving both short-term adverse effects and more permanent harm. In contrast, consumers exposed to gain-framed messages differentiate among different types of product risk. They essentially ignore temporary product risks but give considerable decisional weight to risks of permanent harm. This article discusses the implications of these findings for those who design and regulate promotional messages that contain product risk disclosures.",gain-framing,1,include,"J Marketing 2005 two experiments on framing × consumer responses to product risk; eligible (experimental, framing, consumer-decision outcome).",llm-claude-opus-4-7
openalex:W2052869868,10.1111/j.1460-2466.2006.00290.x,2006,The Strategic Use of Gain- and Loss-Framed Messages to Promote Healthy Behavior: How Theory Can Inform Practice,"Alexander J. Rothman, Roger D. Bartels, Jhon Wlaschin, Peter Salovey",Journal of Communication,"Message framing provides a theoretically grounded approach to the development of effective health messages. In this study, we review the state of research and theory on message framing (Rothman & Salovey, 1997), and how it can inform efforts to enhance health practices throughout the cancer care continuum. Gain-framed appeals are more effective when targeting behaviors that prevent the onset of disease, whereas loss-framed appeals are more effective when targeting behaviors that detect the presence of a disease. In light of these findings, we consider how message frames may affect other types of health behaviors and identify the need to understand better the processes that shape how people construe health behaviors.",gain-framing;loss-framing,2,include,Journal of Communication 2006 review on strategic use of gain/loss framing for cancer-care behavior; eligible (synthesis of empirical framing literature in health behavior).,llm-claude-opus-4-7
openalex:W2143115637,10.1016/j.jesp.2006.06.002,2006,Implementation intentions and the willful pursuit of prosocial goals in negotiations,"Roman Trötschel, Peter M. Gollwitzer",Journal of Experimental Social Psychology,,gain-framing;loss-framing,2,include,"JESP 2006 on implementation intentions in negotiation prosocial-goal pursuit; eligible (experimental, intention manipulation, negotiation outcome).",llm-claude-opus-4-7
