id,doi,year,title,authors,journal,abstract,provenance_techniques,provenance_count,decision,decision_reason,screener
openalex:W2326189454,10.1177/002224378001700210,1980,On Implementing the Door-in-the-Face Compliance Technique in a Business Context,"John C. Mowen, Robert B. Cialdini",Journal of Marketing Research,"Two experiments were conducted to test the generality of the door-in-the-face compliance technique from nonbusiness to business contexts. Results indicate that the compliance-gaining procedure generalizes if a concession is emphasized by making the second request a smaller version of the first request rather than a new request, and if the second request is made large enough to avoid ceiling effects.",ditf,1,include,"JMR 1980 two experiments on DITF in business contexts; eligible (experimental, DITF, commercial-context compliance outcome).",llm-claude-opus-4-7
openalex:W4243654256,10.2307/3150936,1980,On Implementing the Door-in-the-Face Compliance Technique in a Business Context,"John C. Mowen, Robert B. Cialdini",Journal of Marketing Research,,ditf,1,include,JMR 1980 — duplicate of i=91 (DITF business context); flag at dedup-extraction.,llm-claude-opus-4-7
openalex:W2045168429,10.1080/00224545.1981.9922728,1981,Compliance as Affected by Task Difficulty and Order of Tasks,"Morton Goldman, Joseph A. Gier, David E. Smith",The Journal of Social Psychology,"Summary The foot-in-the-door (“foot”) and the door-in-the-face (“face”) are two procedures for increasing compliance. In the “foot” procedure, an individual is first asked to comply with a small task and this is followed by a second harder task, the one actually desired. In the “face” procedure, an individual is first asked to comply with an extremely hard task and this is followed by a less difficult task, the one actually desired. The current study examined the effectiveness of these two compliance procedures, varying the order and difficulty level of the tasks. One hundred forty-four persons randomly selected from the telephone directory were called and asked to help a new radio station by carrying out two tasks. The difficulty of each task varied from easy, medium, and hard. All combinations of difficulty levels of the two tasks were employed, and compliance for the second task was measured. The results showed that the “foot” was superior to the “face” for increasing compliance. The most effective procedure was an initial easy task followed by a hard task, and the least effective was an initial hard task followed by an easy task. The success of both procedures was found to be affected by the level of difficulty of the first and second tasks.",ditf,1,include,J Social Psych 1981 FITD/DITF compliance × task difficulty manipulation; eligible.,llm-claude-opus-4-7
openalex:W2167301025,10.1080/00224545.1981.9922752,1981,Inducing Compliance by a Two-Door-in-the-Face Procedure and a Self-Determination Request,"Morton Goldman, Christopher R. Creason",The Journal of Social Psychology,"Summary The door-in-the-face (“face”) is a procedure for increasing compliance. An individual is first asked to carry out a difficult task, which is almost always refused, and this is followed by a more moderate second request, the one that was actually desired. The current study devised a two-door-in-the-face (“two-face”) procedure, where the moderate request is preceded by both an extremely hard and a hard request, and examined whether this “two-face” procedure increased compliance when compared to the typical “face” procedure. In addition, the study examined whether a “self-determination” request, where the individual decides the level of help to offer, would produce more compliance than a fixed request, which specifies the level of help wanted. The Ss, 192 persons randomly selected from the telephone directory, were called and asked to help a new radio station. The results showed that the “two-face” when compared to the typical “face” procedure, and the self-determination request when compared to the fixed request significantly increased compliance.",ditf,1,include,"J Social Psych 1981 on two-DITF procedure + self-determination request; eligible (experimental, DITF variant, compliance outcome).",llm-claude-opus-4-7
openalex:W2052236845,10.1080/00224545.1983.9924438,1983,Increasing Altruistic Behavior by Using Compliance Techniques,"Jack C. Foehl, Morton Goldman",The Journal of Social Psychology,"Summary Two studies were conducted to examine whether two procedures which have served to increase compliance (the-door-in-the-face and the-foot-in-the-door) would also prove useful for enhancing altruism. Forty men and 40 women who were walking in shopping areas served as Ss for the first study which found that a modification of both the “face” and “foot” procedures produced significantly more altruistic behavior than a control condition. Statements from Ss indicated that a “worthy-person” explanation might account for the increased help obtained when using the face procedure. The second study tested the worthy-person model with 30 male and 30 female Ss, and the results significantly supported the model. Both studies also demonstrated that only contact with the Ss was not sufficient to produce higher levels of altruistic behavior.",ditf,1,include,J Social Psych 1983 two studies on FITD/DITF for altruistic behavior; eligible.,llm-claude-opus-4-7
openalex:W2334209553,10.1177/002224378302000306,1983,Information Availability as a Determinant of Multiple Request Effectiveness,"Alice M. Tybout, Brian Sternthal, Bobby J. Calder",Journal of Marketing Research,"Foot-in-the-door and door-in-the-face are multiple request techniques frequently used to increase behavioral compliance. However, results from experimental research indicate that these techniques may enhance, undermine, or have no effect on compliance. In the authors’ research, the notion of information availability is introduced to help specify when multiple request techniques are likely to be effective. Four experiments are reported that test and support the information availability predictions.",ditf;fitd,2,include,"JMR 1983 four experiments on FITD/DITF moderation by information availability; eligible (experimental, multiple-request technique, compliance outcome).",llm-claude-opus-4-7
openalex:W1539499155,10.1111/j.1468-2958.1984.tb00028.x,1984,SEQUENTIAL-REQUEST PERSUASIVE STRATEGIES.,"James Price Dillard, John E. Hunter, Michael Burgoon",Human Communication Research,"Meta-analysis of the foot-in-the-door (FITD) and door-in-the-face (DITF) literatures showed both effects to be small (r = .17, .15 respectively), even under optimal conditions. Both require aprosocial topic in order to work. The amount of time between the first and second requests plays a different role in the operation of each of the two strategies. DITF was effective only when the delay between requests was brief. Effectiveness of FITD was unrelated to delay, but did depend on whether or not an incentive was provided with the first request. The positive relationship between effort and FITD predicted by self-perception theory was not found. Self-perception theory and reciprocal concessions theory, the theoretical perspectives usually applied to FITD and DITF respectively are examined in light of the findings and it is concluded that both are flawed seriously. Directions for future research are suggested.",ditf;fitd,4,include,Human Communication Research 1984 meta-analysis of FITD and DITF; eligible (meta-analysis is included per §4.5 marginal but flag — actually a quantitative review of primary studies; record for reference but primary studies it reviews are the eligible units; flag for special handling).,llm-claude-opus-4-7
openalex:W2154428853,10.1046/j.1537-2995.1984.24585017828.x,1984,A comparison of two behavioral influence techniques for improving blood donor recruitment,"Thomas J. Hayes, F.R. Dwyer, Tibor J. Greenwalt, N.A. Coe",Transfusion,"This study was designed to test the viability of two multiple request techniques of behavioral influence for recruiting blood donors by telephone. The first technique utilizes a small antecedent request to encourage behavioral involvement and favorable disposition toward the target activity of the critical request to donate. The second approach frames the critical request as a concession following refusal of a very large request. The two techniques, dubbed the foot-in-the-door (FID) and door-in-the-face (DIF), respectively, were tested against a control condition on three donor groups: active donors, inactive donors, and nondonors. Thus, a three-by-three factorial design was used on 910 adults in a Midwest city. Although the DIF was outperformed by the control across all three donor groups, the authors recommend its continued study in face-to-face donor solicitation. Importantly, the FID approach produced more donations than the control condition among active donors (Z = 4.30; p less than .001), inactives (Z = 7.45; p less than .001), and nondonors (Z = 1.98; p less than .05). For managing the blood supply, the FID is particularly potent for rekindling donations from inactive donors. Additional research on means of penetrating the nondonor segment is recommended.",ditf,1,include,FITD vs DITF telephone field experiment for blood donor recruitment (Transfusion 1984); clearly eligible,llm-claude-opus-4-7
openalex:W2004682544,10.1111/j.1559-1816.1985.tb00920.x,1985,The Relative Effectiveness of Three Compliance Techniques in Eliciting Donations to a Cultural Organization,"Richard Brownstein, Richard D. Katzev",Journal of Applied Social Psychology,"To compare the relative effectiveness of three compliance techniques during a museum fund‐raising drive, 89 individuals were asked to contribute $1 to the museum after having been exposed to an initial request according to one of the following conditions: (1) in the foot‐in‐thedoor condition, individuals were first asked to sign a petition in support of the museum; (2) in the door‐in‐the‐face condition, they were initially asked for a $5 contribution; (3) in the. low‐ball condition, they were asked to contribute 75 cents and then to increase this amount by 25 cents in order to support the children's program: and (4) in the control condition, subjects simply received the target request for $1. The groups differed significantly in terms of the number of individuals who donated, and in the amount of their contributions. The low‐ball condition was generally the most effective, especially with respect to the amount of money contributed. This was followed in turn by the door‐in‐the‐face and control conditions, with the foot‐in‐the‐door condition the least effective in virtually every comparison. These findings are discussed in terms of their implications for the experimental analysis of compliance, as well as the development of more effective fund‐raising programs.",ditf;lowball,2,include,"J Applied Social Psychology 1985 museum-fundraising experiment N=89 comparing FITD/DITF/lowball; eligible (experimental, three techniques, donation-compliance outcome per §5.5).",llm-claude-opus-4-7
openalex:W2040842263,10.1080/00224545.1986.9713577,1986,Compliance Employing a Combined Foot-in-the-Door and Door-in-the-Face Procedure,Morton Goldman,The Journal of Social Psychology,"Abstract The foot-in-the-door procedure increases compliance for a desired target request by making an easier first request. In the door-in-the-face procedure, compliance is increased by first making an extremely hard request and following this with a target request, the one actually desired. The current study combined both of these procedures and formulated a new compliance technique consisting of two initial requests to precede the target request. Three hundred and eighty subjects selected at random from the telephone directory were called to test the new compliance procedure. The results showed that compliance was significantly greater for the new combination method when compared with both other methods. The theoretical model developed to devise and explain the new method also received support.",ditf;fitd,4,include,J Social Psychology 1986 N=380 telephone experiment combining FITD+DITF in a hybrid sequential procedure; eligible.,llm-claude-opus-4-7
openalex:W2041548413,10.1037/0022-3514.51.2.277,1986,Increasing compliance by improving the deal: The that's-not-all technique.,Jerry M. Burger,Journal of Personality and Social Psychology,"Seven experiments were conducted to demonstrate and explain the effectiveness of a compliance procedure dubbed the &amp;quot;that&amp;apos;s-not-all &amp;quot; technique. The procedure consists of offering a product at a high price, not allowing the customer to respond for a few seconds, then offering a better deal by either adding another product or lowering the price. Experiments 1 and 2 demonstrated the effec-tiveness of this procedure over a control group that was given the better deal initially. The results of Experiments 3 and 4 suggested that this effectiveness may be partially explained through a norm of reciprocity that calls for the customer to respond to the seller&amp;apos;s new offer. Experiment 5 results suggest that the effect also results from an altering of the anchor point subjects use to judge the new price. Experiment 6 results indicate the effectiveness of the procedure cannot be explained as the subject perceiving the lower price as a bargain. Finally, Experiment 7 examined the differences between the that&amp;apos;s-not-all and the &amp;quot;door-in-the-face &amp;quot; procedures. Research on social influence processes has demonstrated the effectiveness of several compliance techniques that apparently have been understood and practiced by recruiters, salespersons, and con artists for many years (Cialdini, 1984). Among these",ditf;tna,2,include,Burger 1986 JPSP — seven experiments on TNA (that's-not-all) technique; demonstrates effect over control group; eligible (seminal TNA paper).,llm-claude-opus-4-7
openalex:W2074152418,10.1177/0146167286122006,1986,The Role of Source Legitimacy in Sequential Request Strategies of Compliance,Michael E. Patch,Personality and Social Psychology Bulletin,"The foot-in-the-door and door-in-the-face techniques for compliance were compared under conditions of high and low source legitimacy in a telephone survey. Calls were made to 240 people, employing either the FITD, DITF, or a control, requesting television viewing preferences for either a public interest group (high legitimacy) or a private consulting firm (low legitimacy). It was predicted that both techniques would be effective when legitimacy was high but that only the FITD would be effective when legitimacy was low. Compliance results supported this prediction, yielding a significant chi-square for response X strategy X source legitimacy. The results were interpreted in terms of the type of pressure or obligation that may follow from each strategy.",ditf;fitd,2,include,"PSPB 1986 telephone experiment N=240 on FITD/DITF × source legitimacy; eligible (experimental, FITD/DITF, compliance outcome).",llm-claude-opus-4-7
openalex:W2325370491,10.1177/002224378602300206,1986,Effectiveness of Multiple Request Strategies: A Synthesis of Research Results,"Edward F. Fern, Kent B. Monroe, Ramon A. Avila",Journal of Marketing Research,"Foot in the door and door in the face have been cited frequently as effective strategies for gaining compliance with behavioral requests. However, research efforts to confirm these two phenomena have produced mixed results. After deriving predictions about how the favorability of available information influences compliance, the authors report a synthesis of research results for both paradigms. Combined effect sizes across research results for several moderating variables are compiled. Implications for theoretical, empirical, and practical application of the syntheses are discussed.",ditf;fitd,2,include,JMR 1986 synthesis of FITD and DITF research with effect-size compilation; eligible (synthesis of primary empirical literature).,llm-claude-opus-4-7
openalex:W1967580959,10.1080/00224545.1988.9713772,1988,Effects of Compliance Techniques on Spontaneous and Asked-For Helping,"Christopher R. Grace, Paul A. Bell, Judith A. Sugar",The Journal of Social Psychology,"Abstract American college students (N = 90) were exposed to either a foot-in-the-door (small request followed by large request) or door-in-the-face (large request followed by small request) compliance manipulation, or to a control situation, prior to an opportunity to provide either spontaneous help or asked-for help. Results showed faster helping in the asked-for condition relative to the spontaneous condition. Moreover, in the spontaneous condition, the door-in-the-face technique produced faster helping than the foot-in-the-door or control manipulations. The findings support prior contentions of distinctions between the two types of helping and imply that they operate under different mechanisms.",ditf,1,include,"J Social Psychology 1988 N=90 experiment on FITD/DITF × spontaneous/asked-for helping; eligible (experimental, FITD/DITF, compliance outcome).",llm-claude-opus-4-7
openalex:W2022542920,10.1080/00224545.1988.9924559,1988,Differential Perception of Source Legitimacy in Sequential Request Strategies,Michael A. Patch,The Journal of Social Psychology,"Abstract Foot-in-the-door (FITD) and door-in-the face (DITF) techniques were compared in a telephone survey that also sought to assess how legitimate the source of the request seemed to the respondents. Calls were made to 120 Americans by an interviewer from a fictitious private consulting firm, using a source name designed to have low perceived legitimacy. It had been expected from previous research that only the FITD technique would successfully produce compliance under these circumstances, and that the FITD compilers would also yield higher ratings of the source's legitimacy than either the DITF or a control. This prediction was confirmed, but some evidence suggested that the source legitimacy question in the procedure also affected the compliance level of DITF subjects.",ditf;fitd,2,include,J Social Psych 1988 telephone-survey experiment on FITD/DITF × source legitimacy; eligible.,llm-claude-opus-4-7
openalex:W1984059246,10.1207/s15324834basp1002_5,1989,Impact of Source Strength on Two Compliance Techniques,"Kipling D. Williams, Karen B. Williams",Basic and Applied Social Psychology,"According to social impact theory (Latane, 1981), increasing the strength characteristics of a source of influence should result in increased influence on the target. Using two compliance paradigms, we suggest that this social impact prediction may hold true only when the underlying motive for compliance is due to some form of external impression management (as is hypothesized for the door-in-the-face technique). In this case, the strength of the source should, as Latane; predicted, intensify the effect. If, however, compliance is due to an internal motive, such as self-perception (as is hypothesized for the foot-in-the-door effect), we predict the source's strength characteristics will have little or no effect on compliance, even though the resulting compliance is due to the source's request. The results of a door-to-door zoo donation study lent support to both hypotheses. Implications for social impact theory and domain seeking are discussed.",ditf,1,include,"Basic and Applied Soc Psych 1989 experiment on source strength × FITD/DITF compliance; eligible (experimental, FITD/DITF, compliance outcome).",llm-claude-opus-4-7
openalex:W2075319678,10.1080/00224545.1989.9712050,1989,The Influence of Enlightenment on Compliance,"Richard D. Katzev, Richard Brownstein",The Journal of Social Psychology,"Abstract The effect of knowledge of compliance principles on subsequent behavior was investigated in three groups of 35 adult Americans. One group read portions of a study on the door-in-the-face technique, another read about the low-ball technique, and the third group, the control condition, read a topic not related to compliance. Immediately afterward, the two compliance techniques and a target-request-only procedure were employed in asking the groups to complete a math test and, during a follow-up telephone call 2 weeks later, to participate in a phone survey. There were no differences between the groups in accepting the math test or completing the phone survey. However, there was a significant overall effect of information on returning the math test. In some comparisons, knowledge of the door-in-the-face technique decreased compliance, while in others information about the low-ball technique increased it.",ditf;lowball,2,include,"J Social Psych 1989 N=105 experiment on prior compliance-technique knowledge × subsequent compliance susceptibility (DITF, lowball); eligible (experimental, two techniques, compliance outcome).",llm-claude-opus-4-7
openalex:W2040214105,10.1207/s15327027hc0301_4,1991,Inducing Health Care Voluntarism Through Sequential Requests: Perceptions of Effort and Novelty,James G. Cantrill,Health Communication,Previous studies associated with soliciting volunteers in health-related settings have generally not considered the role message selection plays in generating compliance. This research establishes the utility of the foot-in-the-door and the door-in-the-face techniques for inducing voluntarism using two different health-related topics while simultaneously manipulating the perceived effort and novelty of the requests. A significant sequential effect was evident in all experimental conditions of the design; a multivariate analysis revealed subtle although important distinctions in subjects' perceptions of different request sequences. Implications for the further study of sequential requests in health-related fields are discussed.,ditf,1,include,"Health Communication 1991 FITD/DITF experiment for health voluntarism × perceived effort/novelty; eligible (experimental, FITD/DITF, compliance outcome).",llm-claude-opus-4-7
openalex:W2135630262,10.1177/0146167291173008,1991,The Current Status of Research on Sequential-Request Compliance Techniques,James Price Dillard,Personality and Social Psychology Bulletin,"Three meta-analyses have been conducted on the foot-in-the-door literature and two on the door-in-the-face. This article presents a qualitative comparison and synthesis of those quantitative reviews. First, an overview of the findings is presented. Next, two recent attempts to develop a theoretical perspective that accounts for both request sequences are examined. Finally, attention is given to questions that are as yet unresolved.",ditf;fitd,2,include,PSPB 1991 comparative synthesis of FITD and DITF meta-analyses; eligible (review of empirical literature).,llm-claude-opus-4-7
openalex:W2135866707,10.1177/009365094021002001,1994,Encouraging Charitable Contributions,"Matthew F. Abrahams, Robert A. Bell",Communication Research,"This study tested three models of the door-in-the-face (DITF) compliance strategy—reciprocal concessions, perceptual contrast, and self-presentation. These accounts were tested in a fundraising context by manipulating the variables concession labeling, initial request size, and anticipated future interaction in a 2 × 2 × 2 factorial design with a stand-alone control group. The hypothesized mediating variable for each account—obligation, cost concerns, and image concerns—was assessed. A DITF effect was obtained. With regard to the models, concession labeling led to stronger feelings of obligation to donate, but did not affect compliance. The manipulation of anticipated interaction elevated impression management concerns, but these concerns did not motivate donating. The failure of the concession and self-presentation accounts is explained by their interaction; concession labeling facilitated charity when interaction with the solicitor was anticipated, but backfired when interaction was not expected. No support was found for the perceptual contrast explanation.",ditf,1,include,"Communication Research 1994 fundraising experiment with 2×2×2 factorial testing three DITF mediation accounts; eligible (experimental, DITF, donation-compliance outcome).",llm-claude-opus-4-7
openalex:W2075661039,10.1002/(sici)1520-6793(199602)13:2<157::aid-mar3>3.0.co;2-e,1996,Application of compliance techniques to direct-mail requests for charitable donations,James M. Weyant,Psychology and Marketing,"The possibility that psychological compliance techniques might be applied to increase the effectiveness of direct-mail requests for charitable contributions is raised. Although there are few studies with direct bearing on this possibility, there is an extensive literature on compliance techniques in general and many studies on the effectiveness of such techniques when applied to verbal requests for contributions, most often in door-to-door campaigns. Research on the application of the foot-in-the-door, door-in-the-face, low-ball, and legitimization-of-small-donation techniques to verbal requests for charitable contributions is reviewed, and the relevance of these studies to potential direct-mail applications is explored. The few attempts to apply the legitimization of small contributions to the direct-mail mode, which have produced mixed results, are also reviewed and analyzed. It is suggested that successful application of compliance techniques to the direct-mail mode may depend on careful modifications of the techniques to calibrate them optimally to direct mail, and to the particular situations in which campaigns are to be undertaken. © 1996 John Wiley & Sons, Inc.",ditf;lowball,2,include,Psychology & Marketing 1996 study of compliance techniques applied to direct-mail charity requests; eligible (review/empirical work on compliance in commercial context).,llm-claude-opus-4-7
openalex:W2079314714,10.1207/s1532768xjepc0703_2,1996,The Effects of Two Sequential-Request Strategies on Teachers' Acceptability and Use of a Classroom Intervention,"Brian K. Martens, Susan Q. Kelly, Maureen T. Diskin",Journal of Educational and Psychological Consultation,"Abstract This study examined the effects of two sequential-request strategies foot-in-the-door (FrrD) and door-in-the-face (DITF) on teachers' ratings of treatment acceptability and implementation of a classroom intervention. Sixty-one teachers were randomly assigned to 1 of 3 experimental conditions in which they complied with a small initial request, failed to comply with a large initial request, or received no initial request. Teachers then rated the acceptability of a classroom intervention that they were asked to implement for 1 hr on each of 2 consecutive school days. Results showed the mean acceptability ratings for the DITF condition to be significantly lower than the control condition, but neither differed significantly from the FITD condition. Fewer teachers in the DITF condition implemented the intervention than controls. The implications of these results for applying social influence strategies to school consultation are discussed.",ditf;fitd,2,include,"J Educational Psychology Consultation 1996 randomized teacher experiment on FITD/DITF for classroom intervention acceptability; eligible (RCT, FITD/DITF manipulation, compliance outcome).",llm-claude-opus-4-7
openalex:W2044107642,10.1111/j.1468-2958.1997.tb00587.x,1997,A Guilt-Based Explanation of the Door-in-the-Face Influence Strategy,"Daniel J. O’Keefe, Marianne Figgé",Human Communication Research,"A new explanation is proposed for the accumulated research findings concerning the door-in-the-face (DITF) influence strategy. The explanation treats successful DITF implementations as based on guilt: Refusal of the first request creates guilt, and compliance with the second request reduces guilt. In addition to explaining the known effects of DITF moderator variables, the explanation is consistent with current theoretical and empirical understandings of the nature of guilt and with extant research findings concerning guilt-based social influence. This explanation also suggests a significant role for a new moderator, the identity of the beneficiary of the requests. A reanalysis of previous meta-analytic findings confirms the importance of that moderator.",ditf,1,include,Human Communication Research 1997 guilt-based explanation of DITF (theoretical synthesis of empirical evidence); eligible (synthesis with effect-size evidence).,llm-claude-opus-4-7
openalex:W2086344847,10.1080/00224549709595416,1997,The Use of Metacommunication in Compliance: Door-in-the-Face and Single-Request Strategies,"Michael E. Patch, Vicki R. Hoang, Anthony J. Stahelski",The Journal of Social Psychology,"Investigation of compliance techniques has generally overlooked a dynamic involving a target's dilemma over directly commenting about the imposition of the requester's behavior. Such behavior is generally classified as being metacommunicative in nature. In two studies, the authors tested the hypothesis that compliance can be enhanced when the target is asked to metacommunicate about the appropriateness of an imposition in order to refuse it. American participants were exposed to door-in-the-face (DITF) and single-request strategies that used either metacommunicative or standard language. Although metacommunicative DITF strategies yielded significant compliance effects, the obtained levels were not significantly greater than those of standard DITF strategies. However, when communication style (metacommunicative language) was considered independent of strategy, significant overall effects were found. Therefore, the use of metacommunicative binds in the language of single requests may facilitate compliance.",ditf,1,include,J Social Psych 1997 two studies on metacommunication × DITF; eligible.,llm-claude-opus-4-7
